key_resp_13.keys,key_resp_13.rt,key_resp.keys,key_resp.rt,key_resp_10.keys,key_resp_10.rt,slider_2.response,slider_2.rt,NVScal.thisRepN,NVScal.thisTrialN,NVScal.thisN,NVScal.thisIndex,NVScal.ran,msg,Echelle,Prolific ID*,Age*,First Name*,Gender (Male/Female/Other)*,date,expName,psychopyVersion,OS,frameRate,participant,id,session,researcher,key_resp_11.keys,key_resp_11.rt,slider_3.response,slider_3.rt,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,category,EMOTION,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,entrainement,repcorr,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,cible,type,key_resp_9.keys,key_resp_9.rt,key_resp_8.keys,key_resp_8.rt
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,p,1,0.52992,0,10,10,31,1,EVENING,neutre,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,q,1,0.786845,0,11,11,19,1,FULAIRE,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,p,0,1.4444,0,12,12,59,1,OTFEN,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,p,0,0.65059,0,13,13,25,1,ECSAPE,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,p,1,0.617575,0,14,14,44,1,OFTEN,neutre,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,q,1,0.555145,0,15,15,55,1,TI,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,p,1,0.53459,0,16,16,36,1,FOOT,neutre,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,q,1,0.617175,0,17,17,45,1,AECH,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,q,1,1.07945,0,18,18,26,1,EVISAON,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,p,1,0.54419,0,19,19,12,1,LOOSE,echec,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,p,1,0.597655,0,20,20,42,1,PILE,neutre,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,p,1,0.550025,0,21,21,11,1,FAIL,echec,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,q,1,0.622,0,22,22,53,1,FTILRE,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,p,1,0.581485,0,23,23,30,1,EACH,neutre,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,p,1,0.526935,0,24,24,21,1,EVASION,escape,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,p,1,0.530015,0,25,25,43,1,CHAIR,neutre,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,q,1,0.63399,0,26,26,17,1,LOSOE,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,q,1,0.650065,0,27,27,28,1,DAPERT,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,q,1,0.577915,0,28,28,27,1,FELE,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,p,1,0.658335,0,29,29,22,1,FLEE,escape,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,q,1,0.600425,0,30,30,54,1,SETP,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,p,1,0.578735,0,31,31,38,1,FILTER,neutre,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,q,1,0.66951,0,32,32,52,1,TEH,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,p,1,0.63828,0,33,33,34,1,TRAIN,neutre,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,p,1,0.5505,0,34,34,35,1,POCKET,neutre,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,p,1,0.598175,0,35,35,1,1,SUCCESS,reussite,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,p,1,0.562955,0,36,36,24,1,TRAVEL,escape,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,p,1,0.55364,0,37,37,5,1,ACIHEVE,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,q,1,0.63558,0,38,38,47,1,WNID,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,q,1,0.61464,0,39,39,51,1,OFOT,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,q,1,0.619955,0,40,40,6,1,SCECUS,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,p,1,0.55184,0,41,41,41,1,BOWL,neutre,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,q,1,0.85835,0,42,42,18,1,DEFAET,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,p,1,0.562325,0,43,43,3,1,WIN,reussite,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,q,1,0.860115,0,44,44,15,1,DASIPOINTMENT,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,q,1,1.0522,0,45,45,7,1,VOTCIIRE,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,q,1,0.812535,0,46,46,50,1,POKCET,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,p,1,0.64943,0,47,47,2,1,VICTORY,reussite,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,q,1,0.61355,0,48,48,48,1,HDEGE,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,p,1,0.793595,0,49,49,10,1,DISAPPOINTMENT,echec,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,p,1,0.72484,0,50,50,40,1,IT,neutre,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,q,1,0.577895,0,51,51,56,1,BWOL,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,p,1,0.66749,0,52,52,23,1,DEPART,escape,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,q,1,0.5103,0,53,53,57,1,PELI,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,p,1,0.769365,0,54,54,13,1,DEFEAT,echec,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,q,1,1.01176,0,55,55,58,1,CHIAR,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,q,1,0.695625,0,56,56,29,1,TRAVLE,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,p,0,0.841425,0,57,57,16,1,FLAIL,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,q,1,0.632165,0,58,58,49,1,TAIRN,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,,,p,0,0.66582,0,59,59,9,1,TIRUMPH,non,,,,
,,,,,,,,,,,,,,,5e9a12283ede3b09d611fc63,35,,Male,2020-10-22_11h46.08.917,Personality Lexical Decision,2020.2.3,Win32,60,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,4.547005,space,12.761215
